Text,True_Label,Predicted_Label
"Abortion is a sin, and kills people. It is against God's ways and killing a person should be illegal, no matter whether they are a fetus or not. Abortion should never be allowed, as it only continues a cycle of killing. Abortion is a terrible thing and is just an excuse to murder and keep a godless nation.",0,0
"I think Euthanasia is an ethical issue; if a person has a terminal illness, they have every right to choose to end their lives. It is absolutely ridiculous to force people and their families into more pain and suffering (and costs) if a person wishes to pass away peacefully and on their own terms. Death is not something to be treated lightly, but the people who oppose this cite nonsensical reasons like ""playing god"" or what not.",1,1
"I am fine with gay marriage. I think gay marriage is a good, and non-offensive if not an obvious solution / right for people to be married. Gay marriage shouldn't even be a controversial topic, however it took a very long time for it to be actually officiated. Only idiots would hate gay marriage.",1,1
"Migrants are harmless and generally beneficial to the economy. Most migrants are not violent or criminals, and even if some are, the rates are far lower lower than they are portrayed in the media. Migrants are good people, and the only reason they try and come to the US is because their own countries have been destroyed economically by imperialism etc. The wall and most efforts are expensive and not actually helpful to the overall situation, even if you disagree with letting migrant workers in.",0,1
"Alcohol is legal, why not weed. Hell, why not every other drug? The legalization of Marijuana would decrease gang rates, death, and overall drug trafficking by high rates. Marijuana is a basically harmless drug (every drug has harms, marijuana has very few) and people still refuse to legalize because of a phobia of drugs. Marijuana is perfectly safe and should be legalized in every state. The tax revenue derived from it would be enormous and helpful to every community.",1,1
"If a child is severely damaged in the womb, or if the mother is having life-threatening complications while pregnant, it is acceptable to abort the fetus. There may be other circumstances where abortions is justified, such as if the mother became pregnant by rape.",0,1
"All human life is sacred and it is not acceptable for one human being to end the life of another human being for any purpose. There are reasonable arguments for mindfully ending the life of someone; due to severe pain, disability, terminal health conditions, etc. These, however, do not justify mankind deciding when that person's life should end.",1,1
Marriage is between one man and one woman. Many people today have decided that they no longer adhere to the God-created image of marriage and will be in a relationship and/or marry any one or any thing that they desire. This type of behavior shows that they do not believe in the truth that God has given us since the beginning of time. They have placed themselves as God in their own lives.,1,1
"Immigrants are straining our resources. We should not allow any more immigrants to come into our country. They bring with them diseases that we do not have in our country now, and they are trying to leave their countries to avoid justice for the things they have done there.",0,0
God created marijuana and all His creation is good. Man had taken this substance and abused it. There are practical and medicinal applications for cannabis. It should be legalized for medical purposes and used in ways that can help people suffering from diseases and conditions can be effected by it.,1,0
"I think that every child that is conceived is sacred. No woman, no matter the circumstance, has the right to murder her child. If she does not want the child she can give it away after birth. But to murder and unborn child should be considered a criminal offense.",0,1
"Euthanasia, and its practice I find to be a needed and sole decision by those who have requested it. The pain threshold for some people just seems to great and their lives so meaningless in their present state, that I find euthanasia a much desired end to ones pain. Those that are not in understanding of the practice have not experienced the patients dire need for the practice.",1,1
"Being an older guy, where gay marriage in my prime was not even considered an option (in say....the 70's), I have learned that the freedom of sex choice has diversly changed in the past 50 years. Thus, as a disc jockey in clubs I have seen the new sexual revolution take place right before my eyes and appreciate the love and understanding that comes from these relationships.",1,1
Migrants are a people that should never be allowed to practice of moving from their present locale to another place in search of a new life and work. It is their responsibility to remain in the place of their origin; not to stray from their fold just to satisfy their curiosity.,0,1
"The legalization of pot really doesn't affect me too much as I've never been a practicer of the drug. However, in my past I have seen many people enjoy it's calming effect on their lives, and I have no problem with it being legalized. If alcohol can be legalised and has proven cause of auto accidents, then I see no problem with marijuana, as it is not a problem with auto accidents.",1,1
"Abortion should be controlled by the government so that people have to ask permission from them in order to make decisions regarding their own bodies. People who get abortions are irresponsible and therefore unable to make solid judgments themselves, so having to explain the situation in order to have access to abortions is necessary.",0,1
I am for the legalization of euthanasia. It is not the government's right to impose on the individual's decision to his own life. The individual owns himself and it is therefore no business of the government to intervene in the instance that life is no longer desired.,1,1
"I am for the legalization of gay marriage. The way the current governmental regulations are set up, it is unfair to deny access to the same benefits of heterosexual marriages to those who are homosexual. It is not for the government to decide who may and may not be legally married, since those citizens wish to have their marriage recognized by the government and fulfill the other requirements as stated by law. It is unjust for the government to deny tax benefits and family structure benefits to such couples.",1,1
"Immigration should be left unmonitored by the government. All people who come to the US seeking asylum should be granted permission to apply for permanent residency regardless of background or financial or criminal status. The US has a healthy welfare system which should support all people, as we are a great country full of opportunity.",0,1
"I am for the legalization of cannabis use and distribution. The government should dictate what an individual makes or chooses to consume. The government also conveniently happens makes an exorbitant amount of money off the consequences of cannabis possession and use, so doing away with such laws would benefit those who choose to use and consume such products.",1,1
"I think a woman has the right to do what she wants with her body. If she chooses not to have a child, especially in the case of rape or incest, she should be able to get rid of it. The fertilized egg is not a human until it is outside of the body, so a woman is not killing a child. It's her body and she should have the say so as to what happens to it.",0,1
"I think there is a fine line between right and wrong regarding Euthanasia. I put myself in someone's shoes that may be in horrible pain that will not stop. In that case I would want to be able to do something about it. However, I think it can be abused by relatives, etc. That's the problem. Unethical people and doctors. So I'm not sure about this one.",1,1
"I believe that gay marriage is wrong. Since I am a Christian, I believe what God says about morals, and I go by His laws. I am not saying I dislike gay people. It's the sin of homosexuality I choose to NOT celebrate. So, I cannot see myself telling people this is ok when they are destined for eternity away from God, and that's horrible.",1,1
"I think the United States stands for freedom and it has always welcomed everyone. We are a nation of immigrants. When our ancestors came here, they were all welcome to this place to enjoy their lives as free people. There are many people in the world who live in danger. Who are we to deny them safety when we can help them?",0,1
"I think cannabis should be legal for medical purposes. I don't think it should be for recreational purposes. Not enough studies have been done to see whether it has impaired drivers and caused accidents, like alcohol. There needs to be a test that can be done on the spot for drivers that are under the influence. That is hard to do, since it stays in your system so long.....",1,0
Abortion is selfish and women should not get a choice about their bodies. That baby is a baby from the second the egg is fertilized. Anyone who chooses abortion does not ever deserve to have any more children. Rape victims should not be given a choice of abortion even if the baby would not come to term or would have health problems.,0,0
"I am 100% for this. If someone is hurting and truly has no chance of coming out of the coma or having a good quality of life this should be evaluated. I would not want to live a life where I would be in constant pain, or bringing my family down as I am unable to come through and operate in society. This should be an option, and should be evaluated on a case by case basis with the health care professional and health proxy.",1,1
"I believe that people should be able to be with the person they love. I think if that person is the same gender as you that is okay. People are too judgmental and bring their own personal bias into other people's lives which is not great for society. Gay people are born that way, it is not a choice. I think everyone should be with who they love, and if it is not your relationship, and it is not hurting anyone then you should stay out of it.",1,1
People should make the best of where they are. Coming to another country for a better quality of life is a dumb decision and benefits no one. There should be heavy restrictions on moving and who is allowed to migrate. This is especially true across state lines.,0,1
"100% for this. This drug does less than other legal drugs such as alcohol. We could collect a lot of tax money from legal weed sales which would greatly help the economy, schools, etc. I think this drug does less harm and can be helpful in patients with certain medical needs.",1,1
"I think abortion should be completely legal with zero restrictions on the time frame, frequency and nature of procedure. Only religious individuals are pro-life. There is no way anyone could ever be pro-choice unless they are fully on board with abortion at any time during the gestational period.",0,1
