Text,True_Label,Predicted_Label
I think it should not be a womans choice whether or not to keep their baby. There are plenty of other options for a woman other than aborting a fetus so they shouldn't get to play God with someone elses life. It is not a form of birth control.,0,1
I think this is awful. Only God can decide when it's time for someone to go. No one else should get to make this decision. I think it is awful to put this option in anyone elses hands besides God. It is not our choice to make this decision.,1,1
"I think gay marriage is a great thing. No one is told who to marry so why should it matter if they choose to marry the same sex. Why get married to someone of the opposite sex just so that you're doing it the right way. Who's to say there is a right way? If the person you are about to marry treats you right, it shouldn't matter what sex they are.",1,1
Migrants should be welcome with no government restrictions. This nation was founded on migrants so why not let everyone come over. The more the merrier. We will figure it out and there is plenty to go around.,0,1
"Why not start having to pay tax on it and regulate it so everyone is safe. People will smoke weed anyway so if we make it a public forum, we will be able to make sure people are more safe about it. We legalized alcohol so why not weed?",1,1
Abortion should be up to the parent the parent should 100 percent be certain before they go through the abortion but i believe abortion is the right way to go if the baby will have no quality of life and has a bunch of informities. Abortion should not happen when the child is fully developed.,0,1
I believe euthanasia depends if an animal can physically not go on and doesnt have quality of life but if they euthanize just because the animal is old then i have a problem with it. Vets are to easily euthanizing animals that are adopted wish there was a better way.,1,1
Well my opinion about gay marriage is that i dont believe its right god invented a man and a woman adam and eve. But i also believe that i guess if your happy and you dont push it in my face or have to see or hear about it then im fine who am i to judge how someone else lives there life.,1,1
I believe if a migrant wants to come over for the right reasons than im all for it but do it the right legalize way but if there coming over here to sell drugs and illegal activity then im against it. Most immigrants that come over are wanting to sell drugs to there counterparts over there in mexico.,0,1
I believe cannabis legalization would be awsome if it was legal all over the united states not only would the states profit off it the towns and cities can grow from the profit of marijuana. It also helps pain patients get off those really addictive pain pills that the doctors push onto there patients.,1,1
Abortion should be legal. It is every womans choice whether or not she wants the baby that she becomes pregnant with. Pro-choice is the best choice. What if a woman gets raped? She should not have to go through with that. It is her choice.,0,1
"Euthanasia is done to both animals and humans. While many say it is necessary and okay, it hurts me. I do not like it. It is our way of playing God. When we put our animals to sleep it may be a necessary evil, but it does not mean that it doesn't hurt.",1,1
"Gay marriage is a sin. The Bible tells me so. Even with that being said, I still love these people. This is not the essence of Christianity.",1,1
Migrants should not have the chance to get jobs in the United States. They take jobs away from Americans. Americans need the jobs that are here. There are not enough jobs as is. Why should we have to deal with immigrants? Build the wall!,0,1
"Weed is legal in my state now. I do not agree with it, especially not for recreational use. Everywhere I go, I have to smell it. There are people who smell like it everywhere I go. I hate it. I also do not want my children to have to deal with this.",1,1
Murders! Anyone who has an abortion is a murderer.,0,1
If this is what the person in the coma requested prior then I think it is just fine since the coma can not be reveresed but only if it is what the patient requested.,1,1
"I have no problem with this, it actually bothers me when people are against it. Who are we to tell someone they can not marry the person they love?!",1,1
Hire illegal immigrants for cheaper pay.,0,1
It needs to be leaglized both medically and recreationally. I live in a state that just legalized it medically but not a lot of dr are willing to prescribe this naturual product.,1,1
"I think abortion should be allowed for everyone. It's their body and they should be able to choose what they want to do with it. Fetuses aren't complete ""human"" yet so it shouldn't be seen as murder.",0,1
